Upload Vehicle Image(One angle),Select the angle in the photo (Only front currently available),Vehicle Image,AI Detection Result,timestamp
.gradio/flagged/Upload Vehicle ImageOne angle/fc10d2de267371ac5530/fake_000 copy.png,front,,,2025-05-18 00:47:04.024587
